species_complete,vocal_learning,log_adult_weight,log_weaning_days,female_maturity_log,male_maturity_log,max_longevity,average_maturity_log,avg_maturity_per_longevity
litocranius walleri,no_info,10.680516217076775,5.484796933490655,5.883322388488279,,2.8507065015037334,5.883322388488279,2.0638120358531666
madoqua guentheri,no_info,8.422882511944996,4.430816798843313,4.9344739331306915,,2.8622008809294686,4.9344739331306915,1.724013840540876
madoqua kirkii,no_info,8.517193191416238,4.2626798770413155,5.3612921657094255,5.717027701406222,2.8507065015037334,5.539159933557824,1.9430832078419664
naemorhedus baileyi,no_info,10.270315777029374,,6.856461984594587,6.214608098422191,2.9444389791664403,6.535535041508389,2.2196197943822136
naemorhedus caudatus,no_info,10.203592144986466,,6.856461984594587,6.214608098422191,3.0106208860477417,6.535535041508389,2.1708263141986155
naemorhedus goral,no_info,10.365648004320837,,6.214608098422191,6.214608098422191,2.8678989020441064,6.214608098422191,2.1669550812940805
nanger dama,no_info,11.198214720130528,,4.6913478822291435,,2.9601050959108397,4.6913478822291435,1.5848585540796791
nanger granti,no_info,11.112447898373103,,5.5254529391317835,,3.1354942159291497,5.5254529391317835,1.7622271191128351
nanger soemmerringii,no_info,10.789319076925574,,6.461468176353717,,2.740840023925201,6.461468176353717,2.357477313506297
neotragus moschatus,no_info,8.779557455883728,,5.209486152841421,5.209486152841421,2.6026896854443837,5.209486152841421,2.0015778991923705
neotragus pygmaeus,no_info,7.718685495198466,,6.18826412308259,6.529418838262226,2.4069451083182885,6.358841480672408,2.641872246565388
oreamnos americanus,no_info,11.407564949312402,4.804021044733257,6.815639990074331,6.815639990074331,3.0349529867072724,6.815639990074331,2.2457151790904213
oreotragus oreotragus,no_info,9.392661928770137,4.919980925828125,5.8998973535824915,5.8998973535824915,3.254242968705492,5.8998973535824915,1.8129861262109193
oryx dammah,no_info,12.086725887897607,,6.459904454377535,6.309918278226516,3.3141860046725258,6.384911366302026,1.92653983732362
oryx gazella,no_info,12.043553716032399,,6.309918278226516,6.309918278226516,3.169685580677429,6.309918278226516,1.9907079480350076
oryx leucoryx,no_info,11.706434211154747,4.919980925828125,6.677083461247136,6.309918278226516,3.0349529867072724,6.493500869736826,2.1395721443388336
ourebia ourebi,no_info,9.740968623038354,4.919980925828125,5.717027701406222,6.054439346269371,2.766319109226186,5.885733523837796,2.1276408438230376
ovibos moschatus,no_info,12.66032791780777,5.3612921657094255,6.999422467507961,7.15305163493748,3.3105430133940246,7.076237051222721,2.137485307574374
ovis ammon,no_info,11.982929094215963,4.90527477843843,5.998936561946683,6.71295620067707,2.8213788864092133,6.355946381311876,2.252780160767818
ovis aries,no,11.289781913656018,,6.306275286948016,6.81783057145415,3.126760535960395,6.562052929201083,2.0986746038693767
ovis canadensis,no_info,11.160171395774732,5.0238805208462765,6.561030665896573,6.618738983517219,3.0252910757955354,6.589884824706896,2.178264722171902
ovis dalli,no_info,11.199583645737869,4.859812404361672,6.52795791762255,6.459904454377535,2.975529566236472,6.493931186000042,2.182445524886428
pelea capreolus,no_info,10.126631103850338,,,,,,
philantomba maxwellii,no_info,8.85366542803745,4.110873864173311,6.593044534142437,6.529418838262226,2.9069010598473755,6.561231686202332,2.2571224651680524
philantomba monticola,no_info,8.740336742730447,,6.18826412308259,6.529418838262226,2.766319109226186,6.358841480672408,2.298665204409894
procapra gutturosa,no_info,10.308952660644293,,6.2766434893416445,,2.4849066497880004,6.2766434893416445,2.525907156261639
pseudois nayaur,no_info,10.915088464214607,5.204006687076795,6.593044534142437,,3.039749158970765,6.593044534142437,2.1689436165103797
raphicerus campestris,no_info,9.472704636443673,4.51085950651685,5.472270673671475,5.493061443340548,2.2300144001592104,5.482666058506012,2.4585787688700935
raphicerus melanotis,no_info,9.235023228421403,,,,,,
redunca arundinum,no_info,10.968198289528557,,,,2.8213788864092133,,
redunca fulvorufula,no_info,10.308952660644293,,5.961005339623274,5.814130531825066,2.70805020110221,5.88756793572417,2.1740985205251575
redunca redunca,no_info,10.725467604939041,,6.218600119691729,6.218600119691729,,6.218600119691729,
rupicapra pyrenaica,no_info,10.308952660644293,,6.513230110912307,6.505784060128229,,6.5095070855202675,
rupicapra rupicapra,no_info,10.532096211958502,4.330733340286331,6.513230110912307,6.505784060128229,2.8678989020441064,6.5095070855202675,2.2697826206079266
saiga tatarica,no_info,10.532096211958502,4.465908118654584,5.802118375377063,6.505784060128229,,6.153951217752645,
sylvicapra grimmia,no_info,9.825526011066415,5.25227342804663,5.541263545158426,5.541263545158426,2.7343675094195836,5.541263545158426,2.026524790859095
syncerus caffer,no_info,13.458835614025542,5.666426688112432,7.29641326877392,7.422971251049421,3.490428515390098,7.35969225991167,2.108535449862704
taurotragus derbianus,no_info,13.42984807715229,,7.009408932708637,7.2868764117507,3.0106208860477417,7.148142672229668,2.3743084708395643
taurotragus oryx,no_info,13.122363377404328,5.204006687076795,6.3784261836515865,6.3473892096560105,3.261935314328648,6.3629076966537985,1.9506541618724202
tetracerus quadricornis,no_info,9.852194258148577,,5.8998973535824915,,2.856470206220483,5.8998973535824915,2.0654503382301668
tragelaphus angasii,no_info,11.695247021764184,5.3612921657094255,6.113682179832232,,3.1354942159291497,6.113682179832232,1.9498304760930798
tragelaphus eurycerus,no_info,12.636230366228709,,6.692083742506628,6.81783057145415,3.091042453358316,6.754957156980389,2.185333025640379
tragelaphus imberbis,no_info,11.320553572322773,5.6131281063880705,6.222576268071369,6.222576268071369,2.9856819377004897,6.222576268071369,2.0841390335314376
tragelaphus scriptus,no_info,11.002099841204238,,6.206575926724928,,2.72785282839839,6.206575926724928,2.2752605500235172
tragelaphus spekii,no_info,11.379394072345706,,5.993961427306569,,3.1179499062782403,5.993961427306569,1.9224046593042599
tragelaphus strepsiceros,no_info,12.289954129510877,5.209486152841421,6.248042874508429,,3.1570004211501135,6.248042874508429,1.9791073934137238
camelus bactrianus,no_info,13.071070083016778,,7.15305163493748,7.15305163493748,3.5667118201397288,7.15305163493748,2.005503106403829
camelus dromedarius,no_info,12.980799813082541,6.214608098422191,6.9985096422506015,7.692113339595466,3.3463891451671604,7.345311490923034,2.194996210028681
lama glama,no_info,11.84939770159144,,6.684611727667927,6.684611727667927,3.3638415951183864,6.684611727667927,1.9871957518358323
vicugna vicugna,no_info,10.819778284410283,5.3612921657094255,6.593044534142437,6.593044534142437,3.4531571205928664,6.593044534142437,1.9092802047219006
alces alces,no_info,12.863592648446968,4.605170185988092,6.621405651764134,6.416732282512326,,6.51906896713823,
axis axis,no_info,10.491274217438248,4.804021044733257,6.641182169740591,6.816735880594968,3.0349529867072724,6.7289590251677796,2.2171542869493557
axis calamianensis,no_info,10.60905725309463,,5.717027701406222,,2.8449093838194073,5.717027701406222,2.009564077478938
axis kuhlii,no_info,10.915088464214607,,5.717027701406222,,2.8791984572980396,5.717027701406222,1.9856316909711462
axis porcinus,no_info,10.668955394675699,5.204006687076795,5.717027701406222,,3.131136910560194,5.717027701406222,1.8258632134943547
blastocerus dichotomus,no_info,11.5376180775606,,,,,,
capreolus capreolus,no_info,9.98353179867002,,6.023447592961033,6.484635235635252,2.8622008809294686,6.254041414298142,2.185046289367087
capreolus pygargus,no_info,10.582789326274021,4.919980925828125,6.023447592961033,6.484635235635252,,6.254041414298142,
cervus elaphus,no_info,12.206072645530174,,6.747586526829315,6.593044534142437,3.449987545831587,6.670315530485876,1.9334317709480482
cervus nippon,no_info,10.645424897265505,5.147494476813453,6.214608098422191,6.214608098422191,3.269568939183719,6.214608098422191,1.9007423345457066
dama dama,no_info,11.156250521031495,5.209486152841421,6.18826412308259,6.2285110035911835,3.295836866004329,6.208387563336887,1.883705964750481
elaphodus cephalophus,no_info,10.419300717813158,,6.459904454377535,6.593044534142437,3.122364924487357,6.526474494259986,2.090234374296121
elaphurus davidianus,no_info,12.136186518066006,5.117993812416755,6.710523109452428,7.078341579557671,3.3141860046725258,6.8944323445050495,2.0802792404484514
hippocamelus antisensis,no_info,10.714417768752456,,,,,,
hippocamelus bisulcus,no_info,11.156250521031495,,,,,,
hydropotes inermis,no_info,9.350102314351341,,5.209486152841421,,2.631888840136646,5.209486152841421,1.9793716487551
mazama americana,no_info,10.404262840448617,5.204006687076795,5.978885764901122,5.8998973535824915,2.8390784635086144,5.939391559241807,2.0920138825264227
mazama gouazoubira,no_info,9.740968623038354,,5.978885764901122,5.8998973535824915,2.6946271807700692,5.939391559241807,2.204160783958414
muntiacus crinifrons,no_info,9.83037908071549,,,,,,
muntiacus feae,no_info,9.998797732340453,,,,,,
muntiacus muntjak,no_info,9.95227771670556,4.110873864173311,5.605802066295998,5.805134968916488,2.9338568698359038,5.705468517606243,1.9446989988728935
muntiacus reevesi,no_info,9.798127036878302,,5.6131281063880705,,3.1441522786722644,5.6131281063880705,1.78525962131784
odocoileus hemionus,no_info,10.950806546816688,4.882801922586371,6.169610732491456,6.220590170099739,3.091042453358316,6.195100451295598,2.004210729802441
odocoileus virginianus,no,11.37366339763672,4.859812404361672,5.733341276897746,6.0330862217988015,3.1354942159291497,5.883213749348274,1.876327412584585
ozotoceros bezoarticus,no_info,10.388995368317829,5.117993812416755,5.8998973535824915,,3.086486636822455,5.8998973535824915,1.9115253191753485
pudu puda,no_info,9.210340371976184,4.110873864173311,5.6131281063880705,5.768320995793772,2.9069010598473755,5.690724551090922,1.9576602140664907
rangifer tarandus,no_info,11.525347984968786,,6.495265555937008,6.522092798170152,3.0819099697950434,6.50867917705358,2.1118978947611593
rucervus duvaucelii,no_info,12.043553716032399,,6.9985096422506015,,3.1986731175506815,6.9985096422506015,2.1879414948188165
rucervus eldii,no_info,11.715866308966918,5.480638923341991,6.230481447578482,,3.0204248861443626,6.230481447578482,2.0627831124553557
rusa alfredi,no_info,10.746669812589644,,6.38856140554563,,2.917770732084279,6.38856140554563,2.189535091052897
rusa marianna,no_info,10.819778284410283,,,,,,
rusa timorensis,no_info,11.05089000537367,5.429345628954441,6.139884552226255,,3.0492730404820207,6.139884552226255,2.013556828369715
rusa unicolor,no_info,12.128111104060462,5.3612921657094255,6.476972362889683,,3.2733640101522705,6.476972362889683,1.9786899174065236
giraffa camelopardalis,no_info,13.592367006650065,,7.15305163493748,7.404887575616125,3.676300671907076,7.278969605276803,1.9799712414438744
okapia johnstoni,no_info,12.323855681186558,5.267858159063328,6.359573868672378,6.672032945461067,3.5115454388310208,6.515803407066723,1.8555372614616676
hexaprotodon liberiensis,no_info,12.2783933071098,5.288267030694535,7.15305163493748,7.404887575616125,3.744787086052232,7.278969605276803,1.9437606032097057
hippopotamus amphibius,no_info,15.137266397946593,5.831882477283517,7.153833801578843,7.153833801578843,4.11414718951828,7.153833801578843,1.7388375942904648
moschus berezovskii,no_info,9.392661928770137,,6.29156913955832,6.29156913955832,,6.29156913955832,
moschus chrysogaster,no_info,9.305650551780507,,6.459904454377535,,,6.459904454377535,
moschus moschiferus,no_info,9.210340371976184,4.663439094112067,6.159095388491933,,,6.159095388491933,
babyrousa babyrussa,no_info,11.177452728682098,5.3612921657094255,6.306275286948016,6.306275286948016,3.131136910560194,6.306275286948016,2.0140528718751414
hylochoerus meinertzhageni,no_info,12.218495165528731,4.219507705176107,5.8998973535824915,6.248042874508429,,6.07397011404546,
phacochoerus africanus,no_info,11.512925464970229,4.430816798843313,6.359573868672378,6.359573868672378,3.4011973816621555,6.359573868672378,1.8698044115171206
potamochoerus larvatus,no_info,11.379394072345706,,6.999422467507961,6.999422467507961,,6.999422467507961,
potamochoerus porcus,no_info,11.385092093460344,4.51085950651685,6.999422467507961,6.999422467507961,3.091042453358316,6.999422467507961,2.2644213313548374
sus barbatus,no_info,11.540054132358481,,5.8916442118257715,,2.785011242238338,5.8916442118257715,2.115483098405953
sus salvanius,no_info,8.987196820661973,,6.551080335043404,6.551080335043404,2.6390573296152584,6.551080335043404,2.4823562040611185
sus scrofa,no_info,11.77528972943772,,5.811140992976701,6.643789733147672,3.295836866004329,6.227465363062187,1.889494418639714
sus verrucosus,no_info,11.238488619268468,,5.6131281063880705,,2.833213344056216,5.6131281063880705,1.9811879391870801
catagonus wagneri,no_info,10.455934850992938,,6.999422467507961,,,6.999422467507961,
pecari tajacu,no_info,9.913437883389296,3.8918202981106265,5.796057750765372,5.8805329864007,3.449987545831587,5.8382953685830365,1.6922656360418165
tayassu pecari,no_info,9.998797732340453,3.912023005428146,6.306275286948016,6.306275286948016,3.349904087274605,6.306275286948016,1.8825241328263336
hyemoschus aquaticus,no_info,9.305650551780507,5.19295685089021,5.998936561946683,5.998936561946683,,5.998936561946683,
moschiola meminna,no_info,7.803843303538772,,,,2.6741486494265287,,
tragulus javanicus,no_info,7.955074273262696,4.430816798843313,5.117993812416755,5.117993812416755,2.6390573296152584,5.117993812416755,1.9393264992704402
tragulus napu,no_info,8.779557455883728,4.51085950651685,4.919980925828125,4.90527477843843,2.8154087194227095,4.912627852133277,1.7449075220384327
ailurus fulgens,no_info,8.37216741936598,4.919980925828125,6.309918278226516,6.309918278226516,2.9444389791664403,6.309918278226516,2.1429950910420397
atelocynus microtis,no_info,9.159047077588632,,,,2.4765384001174837,,
canis adustus,no_info,9.235032984566555,3.7376696182833684,5.6131281063880705,5.6131281063880705,2.617395832834079,5.6131281063880705,2.144546895037368
canis aureus,no_info,9.305650551780507,4.31748811353631,5.811140992976701,5.811140992976701,2.9338568698359038,5.811140992976701,1.9807172779024251
canis latrans,no_info,9.491752831414368,4.0943445622221,5.6131281063880705,5.6131281063880705,3.0819099697950434,5.6131281063880705,1.8213147565635608
canis lupus,no,10.189605903011726,3.8501476017100584,6.505784060128229,6.505784060128229,3.0252910757955354,6.505784060128229,2.1504654914626546
canis mesomelas,no_info,9.235032984566555,4.0943445622221,5.733341276897746,5.5254529391317835,2.8154087194227095,5.629397108014764,1.9994955152263127
cerdocyon thous,no_info,8.779557455883728,4.499809670330265,5.6131281063880705,5.6131281063880705,2.5416019934645457,5.6131281063880705,2.2085000408488904
chrysocyon brachyurus,no_info,9.975808214115753,5.424950017481403,6.593044534142437,,2.8213788864092133,6.593044534142437,2.3368164289814497
cuon alpinus,no_info,9.66459564425378,4.060443010546419,5.8998973535824915,5.8998973535824915,2.7788192719904172,5.8998973535824915,2.1231669914814226
lycalopex culpaeus,no_info,9.472704636443673,4.110873864173311,5.8998973535824915,,2.5726122302071057,5.8998973535824915,2.293348870967439
lycalopex griseus,no_info,8.29154650988391,,,,2.388762789235098,,
lycalopex gymnocercus,no_info,9.047821442478408,,5.717027701406222,,2.617395832834079,5.717027701406222,2.184242684919348
lycalopex sechurae,no_info,8.294049640102028,,,,2.2925347571405443,,
lycalopex vetulus,no_info,8.584851839890053,,5.62040086571715,5.6131281063880705,2.533696813957432,5.61676448605261,2.216825807693886
lycaon pictus,no_info,10.184900011974314,4.51085950651685,6.459904454377535,6.459904454377535,2.833213344056216,6.459904454377535,2.2800628367537996
nyctereutes procyonoides,no_info,8.779557455883728,3.8501476017100584,5.717027701406222,5.717027701406222,2.8094026953624978,5.717027701406222,2.0349619906193452
otocyon megalotis,no_info,8.330863613224745,4.653960350157523,5.8998973535824915,,2.833213344056216,5.8998973535824915,2.082404901120438
speothos venaticus,no_info,8.699514748210191,4.61512051684126,5.717027701406222,5.8998973535824915,2.6461747973841225,5.808462527494356,2.1950411338042803
urocyon cinereoargenteus,no_info,8.465899897028686,4.007333185232471,5.84354441703136,5.8998973535824915,2.785011242238338,5.871720885306926,2.1083293296108105
urocyon littoralis,no_info,7.544702409853883,4.110873864173311,5.8998973535824915,,,5.8998973535824915,
vulpes bengalensis,no_info,7.772752716468742,,,,,,
vulpes cana,no_info,6.907755278982137,3.828641396489095,5.717027701406222,5.717027701406222,,5.717027701406222,
vulpes chama,no_info,8.294049640102028,,5.6131281063880705,5.6131281063880705,,5.6131281063880705,
vulpes corsac,no_info,7.90100705199242,3.332204510175204,6.222576268071369,,2.5649493574615367,6.222576268071369,2.4260035583040476
vulpes lagopus,no_info,8.556413904569519,3.9318256327243257,5.717027701406222,5.717027701406222,2.791165107812717,5.717027701406222,2.0482585159164386
vulpes macrotis,no_info,7.824046010856292,,5.8998973535824915,5.8998973535824915,2.760009940032921,5.8998973535824915,2.137636270075215
vulpes pallida,no_info,7.937374696163295,,5.746203190540153,5.6131281063880705,2.772588722239781,5.679665648464112,2.0485063662366434
vulpes rueppellii,no_info,8.070906088787819,,5.8998973535824915,,2.6602595372658615,5.8998973535824915,2.2177901332312246
vulpes velox,no_info,7.783224016336037,3.828641396489095,5.8998973535824915,5.8998973535824915,2.766319109226186,5.8998973535824915,2.132760943560431
vulpes vulpes,no_info,8.326444223537898,3.871201010907891,5.717027701406222,5.717027701406222,3.0587070727153796,5.717027701406222,1.8690994480654557
vulpes zerda,no_info,7.1308988302963465,4.189654742026425,5.6131281063880705,5.6131281063880705,2.791165107812717,5.6131281063880705,2.011034062684587
cryptoprocta ferox,no_info,9.159047077588632,4.859812404361672,7.310550158534422,,3.139832617527748,7.310550158534422,2.32832480232358
fossa fossana,no_info,7.3395376954076745,4.330733340286331,6.590301048196686,,3.0633909220278057,6.590301048196686,2.1513091916568876
galidia elegans,no_info,6.684611727667927,4.0943445622221,6.602587892189336,,3.258096538021482,6.602587892189336,2.0265169601754147
mungotictis decemlineata,no_info,6.551080335043404,3.6635616461296463,6.60934924316738,,,6.60934924316738,
acinonyx jubatus,no_info,10.887436932884098,4.672828834461906,6.1224928095143865,6.1224928095143865,3.0204248861443626,6.1224928095143865,2.0270303153705904
caracal caracal,no_info,9.680344001221918,4.804021044733257,6.1224928095143865,6.1224928095143865,3.0106208860477417,6.1224928095143865,2.0336312811380988
catopuma temminckii,no_info,9.51044496442652,,6.459904454377535,,3.1354942159291497,6.459904454377535,2.0602507960497873
felis catus,no,8.268731832117737,4.02535169073515,5.666426688112432,5.717027701406222,3.4011973816621555,5.691727194759327,1.6734480702139658
felis chaus,no_info,9.210340371976184,4.499809670330265,5.814130531825066,,2.995732273553991,5.814130531825066,1.9408044514363312
felis manul,no_info,8.160518247477505,,5.8998973535824915,,2.766319109226186,5.8998973535824915,2.132760943560431
felis margarita,no_info,7.919356190660617,,5.6131281063880705,,2.631888840136646,5.6131281063880705,2.1327375308512804
felis nigripes,no_info,7.661527081358517,,6.09807428216624,6.073044534100405,2.747270914255491,6.085559408133323,2.2151289763800035
felis silvestris,no_info,8.612503371220562,4.465908118654584,5.717027701406222,5.717027701406222,2.9444389791664403,5.717027701406222,1.941635653466553
leopardus colocolo,no_info,7.989560449333865,,,,2.975529566236472,,
leopardus geoffroyi,no_info,8.294049640102028,4.219507705176107,6.171700597410915,,3.1354942159291497,6.171700597410915,1.9683342313492478
leopardus guigna,no_info,7.709756864454165,,,,,,
leopardus pardalis,no_info,9.082507000466299,4.663439094112067,6.396929655216146,6.396929655216146,3.339321977944068,6.396929655216146,1.915637275311369
leopardus tigrinus,no_info,7.718685495198466,4.02535169073515,,,3.086486636822455,,
leopardus wiedii,no_info,8.207047353980167,4.02535169073515,6.490723534502507,,3.1780538303479458,6.490723534502507,2.042357958987711
leptailurus serval,no_info,9.499271663828395,4.852030263919617,6.710523109452428,,3.109060958860994,6.710523109452428,2.1583761779668773
lynx canadensis,no_info,9.22029070282935,5.0238805208462765,6.210600077024653,6.35088571671474,3.288401887516811,6.280742896869697,1.9099681583057686
lynx lynx,no_info,10.043249494911286,4.465908118654584,6.459904454377535,6.911747300251674,3.258096538021482,6.685825877314604,2.0520650015406394
lynx pardinus,no_info,9.305650551780507,,,,,,
lynx rufus,no_info,9.0595174822416,4.174387269895637,5.8998973535824915,6.593044534142437,3.475067230228611,6.246470943862464,1.797510819222779
neofelis nebulosa,no_info,9.878169744551839,4.867534450455582,6.593044534142437,6.9985096422506015,2.9856819377004897,6.79577708819652,2.2761222494551734
panthera leo,no_info,12.072541252905651,,6.9985096422506015,6.9985096422506015,3.332204510175204,6.9985096422506015,2.100264140715249
panthera onca,no_info,11.304054572942738,4.836281906951478,6.593044534142437,6.593044534142437,3.332204510175204,6.593044534142437,1.9785834014718926
panthera pardus,no_info,10.89209894598991,4.700480365792417,6.842683282238422,6.647688373563329,3.3068867021909143,6.745185827900876,2.0397390159850297
panthera tigris,no,11.692743891546064,4.795790545596741,7.145196134997171,7.254884810077338,3.269568939183719,7.200040472537255,2.2021375314186886
pardofelis marmorata,no_info,8.160518247477505,,6.842683282238422,6.647688373563329,,6.745185827900876,
prionailurus bengalensis,no_info,8.517193191416238,3.8066624897703196,5.8998973535824915,,2.833213344056216,5.8998973535824915,2.082404901120438
prionailurus planiceps,no_info,8.817297783866575,,,,2.6390573296152584,,
prionailurus rubiginosus,no_info,7.2078598714324755,,,,2.884800712846709,,
prionailurus viverrinus,no_info,9.273315171137572,5.204006687076795,,,2.8449093838194073,,
profelis aurata,no_info,9.273315171137572,,6.478509642208569,,3.044522437723423,6.478509642208569,2.1279231060793067
puma concolor,no_info,11.05089000537367,4.499809670330265,6.815639990074331,6.815639990074331,3.295836866004329,6.815639990074331,2.0679542911774016
puma yagouaroundi,no_info,8.85366542803745,,6.688354713946762,,2.9231615807191558,6.688354713946762,2.2880550832572495
uncia uncia,no_info,10.819778284410283,4.343805421853684,6.593044534142437,6.593044534142437,3.054001181677967,6.593044534142437,2.158821867423118
atilax paludinosus,no_info,8.101677747454572,3.58351893845611,5.459585514144159,5.541263545158426,3.0349529867072724,5.500424529651292,1.8123590558873524
bdeogale nigripes,no_info,7.600902459542082,,,,2.760009940032921,,
crossarchus obscurus,no_info,6.672032945461067,3.1354942159291497,5.6131281063880705,5.6131281063880705,2.5877640352277083,5.6131281063880705,2.169103531069883
cynictis penicillata,no_info,6.394426524998027,4.110873864173311,6.593044534142437,,2.7212954278522306,6.593044534142437,2.422759567617385
galerella pulverulenta,no_info,6.476972362889683,4.060443010546419,,,2.4595888418037104,,
galerella sanguinea,no_info,6.214608098422191,4.007333185232471,5.8998973535824915,5.8998973535824915,2.533696813957432,5.8998973535824915,2.3285727483578915
helogale parvula,no_info,5.616043560348194,3.044522437723423,6.1224928095143865,,2.995732273553991,6.1224928095143865,2.043738308514118
herpestes brachyurus,no_info,7.2542485653137305,,,,,,
herpestes edwardsi,no_info,6.907755278982137,,5.739792912179234,,2.509599262378372,5.739792912179234,2.28713524036486
herpestes ichneumon,no_info,7.696212639346407,4.110873864173311,6.593044534142437,6.593044534142437,,6.593044534142437,
herpestes javanicus,no_info,6.684611727667927,3.912023005428146,5.707110264748875,4.804021044733257,2.8094026953624978,5.255565654741066,1.8707057067384707
herpestes naso,no_info,8.006367567650246,,,,,,
herpestes smithii,no_info,7.439853038023667,,,,2.8791984572980396,,
herpestes urva,no_info,7.5300507185701315,,,,2.5877640352277083,,
herpestes vitticollis,no_info,7.718685495198466,,,,2.5494451709255714,,
ichneumia albicauda,no_info,8.160518247477505,5.6131281063880705,6.626717749249025,,2.6946271807700692,6.626717749249025,2.4592336173775418
mungos mungo,no_info,7.194061405253987,,5.666426688112432,,2.856470206220483,5.666426688112432,1.9837163628637744
suricata suricatta,no_info,6.654152520183219,,5.8998973535824915,5.8998973535824915,3.0252910757955354,5.8998973535824915,1.9501916363637986
crocuta crocuta,no_info,11.05089000537367,5.579729825986222,6.9985096422506015,6.459904454377535,3.716008121502189,6.729207048314068,1.8108698442762818
hyaena brunnea,no_info,10.65135963278532,5.834810737062605,6.907755278982137,,3.462606009790799,6.907755278982137,1.9949584964185643
hyaena hyaena,no_info,10.596634733096073,5.631211781821365,6.684611727667927,6.684611727667927,3.2188758248682006,6.684611727667927,2.0766913951834827
proteles cristata,no_info,9.210340371976184,4.882801922586371,6.447305862541213,,2.995732273553991,6.447305862541213,2.152163569307361
conepatus chinga,no_info,8.131530710604252,,,,2.302585092994046,,
conepatus leuconotus,no_info,7.549609165154532,,5.765191102784844,5.765191102784844,2.322387720290225,5.765191102784844,2.4824412618166862
mephitis macroura,no_info,6.872128101338986,,,,,,
mephitis mephitis,no_info,8.160518247477505,4.0943445622221,5.814130531825066,5.814130531825066,2.631888840136646,5.814130531825066,2.2091094590162097
spilogale putorius,no_info,6.396929655216146,3.912023005428146,5.0238805208462765,5.0238805208462765,2.3513752571634776,5.0238805208462765,2.136571143011307
aonyx capensis,no_info,10.06475570013225,3.970291913552122,5.8998973535824915,5.8998973535824915,2.653241964607215,5.8998973535824915,2.223655977209719
arctonyx collaris,no_info,9.259130536145614,4.6443908991413725,,,2.760009940032921,,
eira barbara,no_info,8.411832675758411,4.31748811353631,6.551080335043404,5.209486152841421,3.104586678466073,5.880283243942413,1.8940631565319246
enhydra lutris,no_info,10.160065879936575,5.1647859739235145,6.881411303642535,7.221835825288449,3.295836866004329,7.051623564465492,2.139554793260884
galictis cuja,no_info,6.907755278982137,,,,2.322387720290225,,
galictis vittata,no_info,7.7406644019172415,,,,2.5257286443082556,,
gulo gulo,no_info,9.700961247606244,4.465908118654584,6.565264970035361,6.654152520183219,2.970414465569701,6.60970874510929,2.2251806344612595
hydrictis maculicollis,no_info,8.294049640102028,,6.7357800142423265,,3.131136910560194,6.7357800142423265,2.1512250044145222
ictonyx striatus,no_info,6.813444599510896,4.3694478524670215,5.717027701406222,5.973809611869261,2.6390573296152584,5.845418656637742,2.2149646356829735
lontra canadensis,no_info,9.104979856318357,4.804021044733257,6.593044534142437,6.593044534142437,3.295836866004329,6.593044534142437,2.0004159192913695
lontra longicaudis,no_info,8.922658299524402,,,,,,
lutra lutra,no_info,8.817297783866575,4.007333185232471,6.306275286948016,6.306275286948016,2.9014215940827497,6.306275286948016,2.173512218909941
lutrogale perspicillata,no_info,9.104979856318357,,6.8501261661455,,,6.8501261661455,
martes americana,no_info,6.784457062637643,3.828641396489095,5.8998973535824915,5.8998973535824915,2.8791984572980396,5.8998973535824915,2.0491457747998387
martes flavigula,no_info,7.824046010856292,,7.141245122350491,,2.772588722239781,7.141245122350491,2.5756597309468883
martes foina,no_info,7.438383530044307,4.189654742026425,6.306275286948016,6.593044534142437,2.9014215940827497,6.449659910545226,2.2229309672537303
martes martes,no_info,7.170119543449628,4.07753744390572,6.1224928095143865,6.054439346269371,2.9014215940827497,6.088466077891878,2.0984423946898607
martes melampus,no_info,6.907755278982137,,,,,,
martes pennanti,no_info,8.063062911326792,4.189654742026425,5.8998973535824915,5.8998973535824915,2.6602595372658615,5.8998973535824915,2.2177901332312246
martes zibellina,no_info,6.972325049631437,4.02535169073515,6.1224928095143865,6.1224928095143865,2.91235066461494,6.1224928095143865,2.1022512446398274
meles meles,no_info,9.472704636443673,4.499809670330265,5.8998973535824915,5.8998973535824915,2.9231615807191558,5.8998973535824915,2.018327482304622
mellivora capensis,no_info,9.210340371976184,,,,3.4436180975461075,,
melogale moschata,no_info,6.51025834052315,,,,2.9444389791664403,,
melogale personata,no_info,7.600902459542082,,,,,,
mustela erminea,no_info,4.703203926259457,3.8066624897703196,4.553876891600541,5.8998973535824915,2.5257286443082556,5.226887122591516,2.069457118590446
mustela eversmanii,no_info,7.2078598714324755,3.9318256327243257,5.765191102784844,5.765191102784844,2.2082744135228043,5.765191102784844,2.6107222306614424
mustela frenata,no_info,5.014627315365793,3.6109179126442243,5.087596335232384,5.8998973535824915,2.174751721484161,5.493746844407438,2.526148980656158
mustela lutreola,no_info,6.380122536899765,4.04305126783455,5.777652323222656,5.777652323222656,2.128231705849268,5.777652323222656,2.7147665864310073
mustela nigripes,no_info,6.928537818164665,,5.8998973535824915,5.8998973535824915,2.2407096892759584,5.8998973535824915,2.633048530034664
mustela nivalis,no_info,3.8480176754522337,3.6635616461296463,4.787491742782046,4.787491742782046,2.2082744135228043,4.787491742782046,2.1679786323044343
mustela putorius,no_info,6.695798917058491,4.143134726391533,5.7430031878094825,5.7745515455444085,2.4069451083182885,5.758777366676945,2.3925669707941752
