species_complete,vocal_learning,log_adult_weight,log_weaning_days,female_maturity_log,male_maturity_log,max_longevity,average_maturity_log,avg_maturity_per_longevity
plecotus austriacus,no_info,2.4849066497880004,,5.863631175598097,5.8998973535824915,3.2386784521643803,5.881764264590294,1.8161001011568663
scotorepens balstoni,no_info,2.4595888418037104,3.367295829986474,,,2.272125885509337,,
scotorepens orion,no_info,2.465129022179326,,,,2.4069451083182885,,
vespadelus darlingtoni,no_info,1.801709800081223,,,,2.0794415416798357,,
vespadelus pumilus,no_info,1.6863989535702288,,6.042632833682381,,1.6094379124341003,6.042632833682381,3.754498876283804
vespadelus regulus,no_info,1.6193882432872684,,,,2.0794415416798357,,
vespadelus vulturnus,no_info,1.3270750014599193,,,,2.2082744135228043,,
vespertilio murinus,no_info,2.928523523860541,,6.593044534142437,6.593044534142437,2.6741486494265287,6.593044534142437,2.46547421197259
cabassous centralis,no_info,7.919356190660617,,,,,,
cabassous unicinctus,no_info,8.160518247477505,,,,,,
chaetophractus nationi,no_info,7.673223121121708,,,,,,
chaetophractus vellerosus,no_info,6.733401891837359,,,,2.785011242238338,,
chaetophractus villosus,no_info,8.006367567650246,4.02535169073515,5.60947179518496,5.60947179518496,3.2268439945173775,5.60947179518496,1.7383771278425066
chlamyphorus truncatus,no_info,3.7909846770510898,,,,,,
dasypus novemcinctus,no_info,8.612503371220562,4.919980925828125,5.8998973535824915,5.8998973535824915,3.104586678466073,5.8998973535824915,1.900380941046084
dasypus septemcinctus,no_info,7.29641326877392,,5.6131281063880705,,2.8213788864092133,5.6131281063880705,1.9894981611391918
euphractus sexcinctus,no_info,8.48673398393153,3.332204510175204,5.6131281063880705,5.6131281063880705,3.095577608523707,5.6131281063880705,1.8132732614851137
priodontes maximus,no_info,10.404262840448617,3.5553480614894135,5.768320995793772,5.768320995793772,2.70805020110221,5.768320995793772,2.13006427777668
tolypeutes matacus,no_info,7.313220387090301,4.007333185232471,5.768320995793772,5.768320995793772,3.6054978451748854,5.768320995793772,1.5998681024073607
tolypeutes tricinctus,no_info,7.090076835776092,,,,,,
zaedyus pichiy,no_info,7.313220387090301,3.7376696182833684,5.768320995793772,5.768320995793772,2.5257286443082556,5.768320995793772,2.283824514875229
antechinomys laniger,no_info,3.1780538303479458,4.499809670330265,5.857933154483459,5.857933154483459,1.252762968495368,5.857933154483459,4.676010787195549
antechinus agilis,no_info,2.8903717578961645,4.499809670330265,5.799092654460526,5.652489180268651,1.547562508716013,5.725790917364588,3.699876990503719
antechinus bellus,no_info,3.5263605246161616,4.564348191467836,5.857933154483459,,1.2237754316221157,5.857933154483459,4.786771333298269
antechinus flavipes,no_info,3.8066624897703196,4.499809670330265,5.84354441703136,,1.3609765531356006,5.84354441703136,4.293640771083247
antechinus leo,no_info,3.9889840465642745,4.343805421853684,5.857933154483459,,,5.857933154483459,
antechinus minimus,no_info,3.7376696182833684,4.653960350157523,5.84354441703136,,,5.84354441703136,
antechinus stuartii,no_info,3.3141860046725258,4.663439094112067,5.652489180268651,5.652489180268651,1.6863989535702288,5.652489180268651,3.3518101800893088
antechinus swainsonii,no_info,3.713572066704308,4.543294782270004,5.799092654460526,,1.1939224684724346,5.799092654460526,4.857176916923409
dasycercus cristicauda,no_info,4.74493212836325,4.795790545596741,5.752572638825633,5.752572638825633,2.0014800002101243,5.752572638825633,2.874159441124419
dasykaluta rosamondae,no_info,3.4011973816621555,4.727387818712341,5.703782474656201,,,5.703782474656201,
dasyuroides byrnei,no_info,4.653960350157523,4.624972813284271,5.472270673671475,5.375278407684165,2.0794415416798357,5.423774540677821,2.6082842109119024
dasyurus geoffroii,no_info,6.7912214627261855,5.062595033026967,5.8998973535824915,,1.824549292051046,5.8998973535824915,3.2336190528183484
dasyurus hallucatus,no_info,6.263398262591624,4.499809670330265,5.752572638825633,5.752572638825633,1.7749523509116738,5.752572638825633,3.240972996188277
dasyurus maculatus,no_info,8.612503371220562,4.90527477843843,5.8289456176102075,5.8289456176102075,1.916922612182061,5.8289456176102075,3.040782961485875
dasyurus viverrinus,no_info,6.993932975223189,5.123963979403259,5.814130531825066,5.814130531825066,1.916922612182061,5.814130531825066,3.0330543835605113
ningaui ridei,no_info,2.1400661634962708,4.51085950651685,5.66988092298052,,,5.66988092298052,
ningaui timealeyi,no_info,2.3513752571634776,4.356708826689592,,,,,
parantechinus apicalis,no_info,4.248495242049359,4.804021044733257,5.752572638825633,5.752572638825633,1.7047480922384253,5.752572638825633,3.3744414585454665
phascogale calura,no_info,3.7612001156935624,4.499809670330265,5.799092654460526,,1.547562508716013,5.799092654460526,3.747242920269461
phascogale tapoatafa,no_info,5.2652775124698366,4.804021044733257,5.8998973535824915,5.8998973535824915,1.7749523509116738,5.8998973535824915,3.3239750636416296
planigale gilesi,no_info,1.9315214116032138,4.31748811353631,5.480638923341991,,,5.480638923341991,
planigale ingrami,no_info,1.4586150226995167,4.499809670330265,,,,,
planigale maculata,no_info,2.302585092994046,4.2626798770413155,5.66988092298052,,1.7578579175523736,5.66988092298052,3.225448920738266
planigale tenuirostris,no_info,1.667706820558076,4.553876891600541,5.480638923341991,,1.6486586255873816,5.480638923341991,3.3243018525981127
pseudantechinus bilarni,no_info,3.332204510175204,4.804021044733257,5.19295685089021,5.19295685089021,,5.19295685089021,
pseudantechinus macdonnellensis,no_info,3.481240089335692,4.663439094112067,5.857933154483459,5.857933154483459,1.9459101490553132,5.857933154483459,3.0103821378018543
pseudantechinus ningbing,no_info,2.8622008809294686,4.718498871295094,5.799092654460526,,,5.799092654460526,
pseudantechinus woolleyae,no_info,3.6375861597263857,,5.703782474656201,,,5.703782474656201,
sarcophilus harrisii,no_info,8.779557455883728,5.493061443340548,6.593044534142437,6.593044534142437,2.5649493574615367,6.593044534142437,2.5704384825232576
sminthopsis crassicaudata,no_info,2.70805020110221,4.23410650459726,4.74493212836325,5.0689042022202315,1.6094379124341003,4.90691816529174,3.048839677120914
sminthopsis dolichura,no_info,2.517696472610991,,5.541263545158426,,,5.541263545158426,
sminthopsis douglasi,no_info,4.007333185232471,,5.209486152841421,,,5.209486152841421,
sminthopsis griseoventer,no_info,2.8622008809294686,,5.8998973535824915,,1.2809338454620642,5.8998973535824915,4.605934470764377
sminthopsis macroura,no_info,2.995732273553991,4.248495242049359,4.77912349311153,5.0689042022202315,1.589235205116581,4.924013847665881,3.098354373105315
sminthopsis ooldea,no_info,2.3978952727983707,4.248495242049359,5.703782474656201,,,5.703782474656201,
sminthopsis virginiae,no_info,3.5263605246161616,4.382026634673881,5.438079308923196,,1.667706820558076,5.438079308923196,3.2608125372440546
sminthopsis youngsoni,no_info,2.302585092994046,,,,1.667706820558076,,
myrmecobius fasciatus,no_info,6.155919102073512,5.493061443340548,5.857933154483459,6.594413459749778,2.3978952727983707,6.2261733071166185,2.596515943688652
cynocephalus volans,no_info,7.170119543449628,5.262690188904886,,,,,
caluromys derbianus,no_info,5.799092654460526,,5.480638923341991,5.480638923341991,2.163323025660538,5.480638923341991,2.5334353022330363
caluromys philander,no_info,5.857933154483459,4.605170185988092,5.717027701406222,,2.186051276738094,5.717027701406222,2.615230375536688
caluromysiops irrupta,no_info,5.521460917862246,,,,,,
chironectes minimus,no_info,6.551080335043404,,5.717027701406222,,1.1314021114911006,5.717027701406222,5.0530466960783915
didelphis albiventris,no_info,6.806829360392176,4.762173934797756,5.8998973535824915,5.8998973535824915,,5.8998973535824915,
didelphis aurita,no_info,6.745236349484363,4.605170185988092,5.135798437050262,5.480638923341991,1.3862943611198906,5.308218680196127,3.8290703829365555
didelphis marsupialis,no_info,7.333023014386481,4.543294782270004,5.181783550292085,5.480638923341991,1.4350845252893227,5.331211236817039,3.714910963688519
didelphis virginiana,no_info,8.006367567650246,4.624972813284271,5.214935757608986,5.493061443340548,1.8870696490323797,5.3539986004747675,2.8372024335297334
gracilinanus agilis,no_info,3.091042453358316,,5.598421958998375,,1.8082887711792655,5.598421958998375,3.0959778372938715
lutreolina crassicaudata,no_info,5.91350300563827,,5.209486152841421,5.209486152841421,1.0647107369924282,5.209486152841421,4.892865237329215
marmosa mexicana,no_info,3.901972669574645,,6.008813185442595,,,6.008813185442595,
marmosa murina,no_info,3.258096538021482,4.127134385045092,6.008813185442595,,1.2809338454620642,6.008813185442595,4.690962930466615
marmosa robinsoni,no_info,4.31748811353631,4.219507705176107,5.631211781821365,5.8998973535824915,1.6094379124341003,5.765554567701928,3.5823404700229484
marmosops noctivagus,no_info,3.044522437723423,,,,1.5040773967762742,,
metachirus nudicaudatus,no_info,6.0867747269123065,,,,1.0986122886681098,,
monodelphis adusta,no_info,3.5553480614894135,,,,1.410986973710262,,
monodelphis brevicaudata,no_info,4.499809670330265,,5.19295685089021,5.19295685089021,1.3609765531356006,5.19295685089021,3.8156108119026584
monodelphis domestica,no_info,4.653960350157523,3.970291913552122,4.804021044733257,4.804021044733257,1.62924053973028,4.804021044733257,2.948626017818437
philander andersoni,no_info,5.768320995793772,,5.497168225293202,,,5.497168225293202,
philander opossum,no_info,6.1092475827643655,4.406719247264253,6.1092475827643655,5.3612921657094255,1.4816045409242156,5.735269874236895,3.8709856212098743
acrobates pygmaeus,no_info,2.5649493574615367,4.59511985013459,5.480638923341991,5.8998973535824915,2.174751721484161,5.690268138462241,2.616513913863654
distoechurus pennatus,no_info,3.9415818076696905,,,,,,
burramys parvus,no_info,3.8066624897703196,4.0943445622221,5.768320995793772,5.768320995793772,2.4849066497880004,5.768320995793772,2.321343136284776
cercartetus caudatus,no_info,3.4011973816621555,4.343805421853684,6.131226489483141,,,6.131226489483141,
cercartetus nanus,no_info,3.6888794541139363,4.127134385045092,5.247024072160486,5.247024072160486,2.33214389523559,5.247024072160486,2.249871495013578
hypsiprymnodon moschatus,no_info,6.214608098422191,5.598421958998375,5.8998973535824915,5.8998973535824915,,5.8998973535824915,
dendrolagus bennettianus,no_info,9.137769679141348,6.579251212010101,,,,,
dendrolagus dorianus,no_info,9.167537249650874,6.396929655216146,,,2.9444389791664403,,
dendrolagus goodfellowi,no_info,8.909235279192261,5.886104031450156,6.799055862058796,,3.1612467120315646,6.799055862058796,2.1507514222733364
dendrolagus inustus,no_info,9.341368634382587,6.29156913955832,6.234410725718371,6.593044534142437,3.169685580677429,6.4137276299304045,2.0234586260002656
dendrolagus matschiei,no_info,8.881836305004146,6.214608098422191,6.739336627357174,,3.292126286607793,6.739336627357174,2.0471075653362574
dendrolagus ursinus,no_info,8.987196820661973,,,,2.995732273553991,,
dorcopsis luctuosa,no_info,8.180320874773685,,6.1092475827643655,,2.631888840136646,6.1092475827643655,2.3212407338780983
dorcopsis muelleri,no_info,8.517193191416238,5.598421958998375,6.1779441140506,,2.517696472610991,6.1779441140506,2.4538081461597825
dorcopsulus macleayi,no_info,8.002359546252707,,6.593044534142437,6.593044534142437,2.066862759472976,6.593044534142437,3.189880171736018
lagorchestes conspicillatus,no_info,8.006367567650246,5.318119993844216,5.8944028342648505,,2.174751721484161,5.8944028342648505,2.7103796612894326
lagorchestes hirsutus,no_info,7.177782416195197,5.0106352940962555,5.799092654460526,,2.580216829592325,5.799092654460526,2.2475214439155424
lagostrophus fasciatus,no_info,7.649692623711514,5.598421958998375,5.8998973535824915,5.8998973535824915,,5.8998973535824915,
macropus agilis,no_info,9.680344001221918,5.365976015021851,5.8998973535824915,6.052089168924417,2.8273136219290276,5.975993261253454,2.1136647929337733
macropus antilopinus,no_info,10.809727948556782,6.054439346269371,6.687108607866515,6.507277712385012,2.9856819377004897,6.597193160125763,2.2096101653770877
macropus bernardus,no_info,9.769956159911606,,,,2.468099531471619,,
macropus dorsalis,no_info,9.328123407632566,5.814130531825066,6.054439346269371,6.410174881966167,,6.232307114117769,
macropus eugenii,no_info,8.779557455883728,5.783825182329737,5.6131281063880705,6.593044534142437,2.714694743820879,6.103086320265254,2.248166698726237
macropus fuliginosus,no_info,10.248848736574587,6.29156913955832,6.507277712385012,6.779921907472252,3.1441522786722644,6.643599809928632,2.1130019226467427
macropus giganteus,no_info,10.809727948556782,5.765191102784844,6.459904454377535,7.162397497355718,3.2188758248682006,6.811150975866626,2.1160030229328632
macropus parma,no_info,8.354674261918463,5.713732805509369,6.049733455231958,6.429719478039138,2.766319109226186,6.239726466635547,2.255606175666757
macropus parryi,no_info,9.711115659888671,5.8998973535824915,6.61338421837956,6.78332520060396,,6.69835470949176,
macropus robustus,no_info,10.308952660644293,5.860786223465865,6.304448802421981,6.507277712385012,3.091042453358316,6.405863257403496,2.0723957545273235
macropus rufogriseus,no_info,9.692766521220475,5.231108616854587,5.978885764901122,6.410174881966167,2.7212954278522306,6.194530323433645,2.2763167350494715
macropus rufus,no_info,10.915088464214607,5.886104031450156,6.248042874508429,6.692083742506628,3.2188758248682006,6.4700633085075285,2.0100381811940355
onychogalea fraenata,no_info,8.612503371220562,5.10594547390058,5.220355825078324,,2.0014800002101243,5.220355825078324,2.608247808886558
onychogalea unguifera,no_info,8.66561319653451,,,,1.7047480922384253,,
petrogale assimilis,no_info,8.366370301681654,5.69035945432406,6.263398262591624,,,6.263398262591624,
petrogale brachyotis,no_info,8.216088098632316,,6.29156913955832,6.380122536899765,2.312535423847214,6.335845838229043,2.739783258190489
petrogale concinna,no_info,7.1308988302963465,5.1647859739235145,6.063785208687608,,2.4595888418037104,6.063785208687608,2.465365391819229
petrogale lateralis,no_info,8.34283980427146,,6.29156913955832,6.380122536899765,,6.335845838229043,
petrogale penicillata,no_info,8.699514748210191,5.60947179518496,6.29156913955832,6.380122536899765,2.6602595372658615,6.335845838229043,2.381664551700412
petrogale xanthopus,no_info,8.699514748210191,5.840641657373398,6.293419278846481,,2.667228206581955,6.293419278846481,2.35953536458415
setonix brachyurus,no_info,8.160518247477505,5.247024072160486,5.529429087511423,5.963579343618446,2.624668592163159,5.746504215564935,2.189420878781831
thylogale billardierii,no_info,8.517193191416238,5.308267697401205,6.075346031088684,6.075346031088684,2.174751721484161,6.075346031088684,2.7935814332601425
thylogale brunii,no_info,8.475537516147405,,5.840641657373398,6.593044534142437,2.2407096892759584,6.216843095757918,2.774497350331345
thylogale stigmatica,no_info,8.318742252692399,5.529429087511423,5.823045895483019,,2.272125885509337,5.823045895483019,2.5628183423374367
thylogale thetis,no_info,8.242756345714477,5.3471075307174685,6.318968113746434,,2.1972245773362196,6.318968113746434,2.8758863244681
wallabia bicolor,no_info,9.590487672100057,5.545177444479562,6.054439346269371,6.054439346269371,2.8213788864092133,6.054439346269371,2.145915025959131
dactylopsila trivirgata,no_info,5.762051382780177,,,,2.2617630984737906,,
gymnobelideus leadbeateri,no_info,4.844187086458591,4.74493212836325,6.163314804034641,6.139884552226255,2.6461747973841225,6.151599678130449,2.3247140303095684
petaurus australis,no_info,6.350012735428395,5.0238805208462765,6.586171654854675,,2.70805020110221,6.586171654854675,2.4320714779120496
petaurus breviceps,no_info,4.700480365792417,4.804021044733257,5.4638318050256105,6.1224928095143865,2.8791984572980396,5.7931623072699985,2.012074677445661
petaurus norfolcensis,no_info,6.003887067106539,4.804021044733257,,,2.6946271807700692,,
ailurops ursinus,no_info,8.85366542803745,,,,,,
phalanger gymnotis,no_info,7.783224016336037,5.598421958998375,,,2.9391619220655967,,
phalanger orientalis,no_info,7.824046010856292,,,,,,
spilocuscus maculatus,no_info,8.160518247477505,5.480638923341991,5.402677381872279,5.493061443340548,2.833213344056216,5.447869412606414,1.922858871194953
trichosurus arnhemensis,no_info,7.170119543449628,5.19295685089021,5.8998973535824915,6.306275286948016,,6.103086320265254,
trichosurus caninus,no_info,8.055157731819678,5.541263545158426,6.802394763324311,,,6.802394763324311,
trichosurus vulpecula,no_info,7.781138509845015,5.318119993844216,5.752572638825633,6.593044534142437,2.766319109226186,6.1728085864840345,2.231415951217116
wyulda squamicaudata,no_info,7.438383530044307,5.493061443340548,6.593044534142437,6.29156913955832,,6.442306836850379,
phascolarctos cinereus,no_info,9.137769679141348,5.834810737062605,6.470799503782602,6.9985096422506015,3.095577608523707,6.734654573016602,2.1755728412276456
aepyprymnus rufescens,no_info,8.086410275323782,5.087596335232384,5.808142489980444,5.940171252720432,2.5494451709255714,5.874156871350438,2.304092254401312
bettongia gaimardi,no_info,7.45298232946546,5.081404364984463,5.529429087511423,5.605802066295998,,5.567615576903711,
bettongia lesueur,no_info,7.170119543449628,5.10594547390058,5.384495062789089,,,5.384495062789089,
bettongia penicillata,no_info,7.313220387090301,5.0106352940962555,5.19295685089021,,2.9338568698359038,5.19295685089021,1.770010290645386
bettongia tropica,no_info,7.090076835776092,5.0106352940962555,5.707110264748875,,,5.707110264748875,
potorous longipes,no_info,7.408530566894626,5.081404364984463,6.626717749249025,,2.72785282839839,6.626717749249025,2.4292797911461315
potorous tridactylus,no_info,7.265429723253953,5.0369526024136295,5.991464547107982,,2.6741486494265287,5.991464547107982,2.2405129005797235
hemibelideus lemuroides,no_info,6.946975992135418,,6.593044534142437,6.593044534142437,1.6863989535702288,6.593044534142437,3.90954021892891
petauroides volans,no_info,7.2078598714324755,5.170483995038151,6.459904454377535,6.459904454377535,,6.459904454377535,
pseudocheirus peregrinus,no_info,6.745236349484363,5.19295685089021,5.8998973535824915,5.8998973535824915,2.312535423847214,5.8998973535824915,2.5512678823173305
tarsipes rostratus,no_info,2.1972245773362196,4.499809670330265,5.117993812416755,5.117993812416755,,5.117993812416755,
lasiorhinus krefftii,no_info,10.341742483467284,5.8998973535824915,6.3784261836515865,6.304448802421981,3.4011973816621555,6.341437493036784,1.8644720612885282
lasiorhinus latifrons,no_info,10.146433731146518,5.7430031878094825,6.304448802421981,6.304448802421981,3.3978584803966405,6.304448802421981,1.855418299141772
vombatus ursinus,no_info,10.146433731146518,5.857933154483459,6.593044534142437,6.593044534142437,3.4011973816621555,6.593044534142437,1.9384480799877704
atelerix albiventris,no_info,6.214608098422191,3.784189633918261,4.430816798843313,,2.4336133554004498,4.430816798843313,1.820674097227012
atelerix algirus,no_info,6.61338421837956,3.6888794541139363,,,,,
atelerix frontalis,no_info,5.733341276897746,3.58351893845611,5.8998973535824915,,,5.8998973535824915,
echinosorex gymnura,no_info,7.1308988302963465,,,,,,
erinaceus amurensis,no_info,6.652185380446342,,5.583496308781699,5.53338948872752,2.0794415416798357,5.55844289875461,2.6730460016992503
erinaceus concolor,no_info,6.577861357721047,,5.3612921657094255,5.53338948872752,1.9459101490553132,5.447340827218473,2.79937942143064
erinaceus europaeus,no_info,6.620073206530356,3.7376696182833684,5.53338948872752,5.53338948872752,2.4595888418037104,5.53338948872752,2.24972133337118
hemiechinus auritus,no_info,5.834810737062605,3.58351893845611,5.3612921657094255,,2.028148247292285,5.3612921657094255,2.643441953943511
paraechinus aethiopicus,no_info,5.236441962829949,3.912023005428146,,,1.840549633397487,,
paraechinus hypomelas,no_info,5.676753802268282,4.110873864173311,,,1.9459101490553132,,
dendrohyrax arboreus,no_info,8.006367567650246,5.0238805208462765,5.8998973535824915,5.8998973535824915,2.6100697927420065,5.8998973535824915,2.2604366251004957
heterohyrax brucei,no_info,7.806574264944252,4.51085950651685,6.202535517187923,6.202535517187923,,6.202535517187923,
procavia capensis,no_info,8.1886891244442,4.7535901911063645,6.214608098422191,6.214608098422191,2.6946271807700692,6.214608098422191,2.3062960779035055
brachylagus idahoensis,no_info,6.043345168984971,,5.545177444479562,,,5.545177444479562,
bunolagus monticularis,no_info,7.1308988302963465,,,,,,
lepus americanus,no_info,7.3777589082278725,2.995732273553991,5.730099782973574,6.018593214496234,,5.874346498734904,
lepus brachyurus,no_info,7.831617276352611,,,,2.5649493574615367,,
lepus californicus,no_info,8.336869637284956,3.713572066704308,5.493061443340548,,2.468099531471619,5.493061443340548,2.225623956123551
lepus capensis,no_info,7.765569081097317,3.4965075614664802,5.429345628954441,5.1647859739235145,,5.297065801438977,
lepus europaeus,no_info,8.336869637284956,3.367295829986474,5.4638318050256105,,2.3702437414678603,5.4638318050256105,2.305177188925698
lepus timidus,no_info,8.336869637284956,3.1354942159291497,5.583496308781699,,2.8903717578961645,5.583496308781699,1.9317571497604855
lepus townsendii,no_info,8.018131434570488,3.295836866004329,5.808142489980444,,,5.808142489980444,
oryctolagus cuniculus,no,7.495541943884256,3.258096538021482,6.593044534142437,,2.5649493574615367,6.593044534142437,2.5704384825232576
sylvilagus audubonii,no_info,6.802394763324311,3.332204510175204,5.099866427824199,4.672828834461906,2.0541237336955462,4.886347631143052,2.378799071832002
sylvilagus bachmani,no_info,6.551080335043404,2.9444389791664403,5.0369526024136295,,,5.0369526024136295,
sylvilagus floridanus,no_info,7.047517221357296,3.1780538303479458,4.812184355372417,,2.2823823856765264,4.812184355372417,2.1084040893288027
sylvilagus nuttallii,no_info,6.633318433280377,3.5263605246161616,4.795790545596741,,2.0014800002101243,4.795790545596741,2.3961221421614294
sylvilagus palustris,no_info,7.117205503164344,,5.389071729816501,,2.028148247292285,5.389071729816501,2.6571389626035846
sylvilagus transitionalis,no_info,6.805279487392901,2.772588722239781,4.787491742782046,,2.2300144001592104,4.787491742782046,2.146843420580713
ochotona collaris,no_info,4.859812404361672,,5.8998973535824915,,,5.8998973535824915,
ochotona hyperborea,no_info,4.787491742782046,,5.313205979041787,,2.2407096892759584,5.313205979041787,2.37121569316668
ochotona princeps,no_info,4.605170185988092,3.332204510175204,5.849324779946859,,1.9459101490553132,5.849324779946859,3.005958308396998
ochotona pusilla,no_info,5.570251082031678,3.091042453358316,3.4339872044851463,,,3.4339872044851463,
elephantulus brachyrhynchus,no_info,3.7909846770510898,,,,,,
elephantulus edwardii,no_info,3.912023005428146,,,,,,
elephantulus intufi,no_info,3.9512437185814275,3.6375861597263857,5.814130531825066,5.209486152841421,2.2300144001592104,5.511808342333244,2.471646973194313
elephantulus rozeti,no_info,3.871201010907891,,,,1.9740810260220096,,
elephantulus rufescens,no_info,4.060443010546419,3.1354942159291497,3.912023005428146,3.912023005428146,2.066862759472976,3.912023005428146,1.8927347679464033
macroscelides proboscideus,no_info,3.6888794541139363,2.9444389791664403,3.784189633918261,,2.163323025660538,3.784189633918261,1.7492485352541451
petrodromus tetradactylus,no_info,5.3471075307174685,,,,,,
rhynchocyon chrysopygus,no_info,6.29156913955832,2.70805020110221,3.6375861597263857,,2.3978952727983707,3.6375861597263857,1.516991255202435
rhynchocyon cirnei,no_info,5.91350300563827,,,,,,
dromiciops gliroides,no_info,3.1801349965517702,,6.593044534142437,6.593044534142437,,6.593044534142437,
ornithorhynchus anatinus,no_info,7.1308988302963465,4.663439094112067,6.306275286948016,6.306275286948016,3.1179499062782403,6.306275286948016,2.0225710728225073
tachyglossus aculeatus,no_info,8.160518247477505,5.298317366548036,6.306275286948016,6.306275286948016,3.901972669574645,6.306275286948016,1.6161761808637847
notoryctes typhlops,no_info,3.9749978045895347,,,,,,
echymipera kalubu,no_info,6.476972362889683,,,,,,
echymipera rufescens,no_info,7.1308988302963465,,,,1.1314021114911006,,
isoodon auratus,no_info,6.184148890937483,,5.14166355650266,4.51085950651685,1.9021075263969205,4.826261531509755,2.537323187323659
isoodon macrourus,no_info,7.3777589082278725,4.0943445622221,4.804021044733257,5.298317366548036,1.916922612182061,5.0511692056406465,2.635040754144387
isoodon obesulus,no_info,6.551080335043404,4.127134385045092,5.3471075307174685,,1.8718021769015913,5.3471075307174685,2.856662737495357
perameles bougainville,no_info,5.420534999272286,,4.787491742782046,5.0106352940962555,1.7578579175523736,4.899063518439151,2.7869507936458056
perameles gunnii,no_info,6.641182169740591,4.0943445622221,4.51085950651685,5.0238805208462765,1.8082887711792655,4.767370013681563,2.6363986160089627
perameles nasuta,no_info,6.755768921984255,4.189654742026425,4.90527477843843,,1.7227665977411035,4.90527477843843,2.8473240570546468
peroryctes raffrayana,no_info,6.51471269087253,,4.499809670330265,5.0106352940962555,1.1631508098056809,4.75522248221326,4.088225225934099
macrotis lagotis,no_info,7.170119543449628,4.700480365792417,5.0106352940962555,,2.2617630984737906,5.0106352940962555,2.215366984047697
equus asinus,no_info,12.013688631597134,,6.56244409369372,6.912742820493176,3.8501476017100584,6.737593457093448,1.7499571845248008
equus caballus,no,12.611537753638338,,6.81783057145415,6.880384082186005,4.04305126783455,6.849107326820077,1.6940441446562324
equus grevyi,no_info,12.858397831569864,5.556828061699537,7.15305163493748,7.2868764117507,3.4339872044851463,7.21996402334409,2.10250172566574
equus hemionus,no_info,12.345834587905333,6.1224928095143865,7.053585727193677,7.079184394609668,3.4531571205928664,7.0663850609016725,2.04635491931756
equus kiang,no_info,12.524526376648708,,6.90875477931522,7.079184394609668,3.40452517175483,6.993969586962445,2.0543157222002475
equus quagga,no_info,12.542544882151386,5.978885764901122,6.802394763324311,6.802394763324311,3.6375861597263857,6.802394763324311,1.8700298672337092
equus zebra,no_info,12.598114733306197,5.717027701406222,6.9167150203536085,7.153833801578843,3.502549875922443,7.035274410966226,2.0086150548001527
ceratotherium simum,no_info,14.592539222504922,5.8998973535824915,7.404279118037268,7.404279118037268,3.8066624897703196,7.404279118037268,1.945084214304488
dicerorhinus sumatrensis,no_info,14.04662227892766,6.218600119691729,7.914983005848394,,3.490428515390098,7.914983005848394,2.2676250125018815
diceros bicornis,no_info,13.9108207377686,6.452048954437226,7.509883061154913,7.720461694599722,4.04305126783455,7.615172377877318,1.8835211016149167
rhinoceros sondaicus,no_info,14.375126345899696,6.306275286948016,7.15305163493748,,,7.15305163493748,
rhinoceros unicornis,no_info,14.286969377906262,6.1224928095143865,7.425357887027151,7.846589975291186,3.7727609380946383,7.635973931159169,2.0239750295484065
tapirus pinchaque,no_info,11.911365958141428,,7.01571242048723,,3.349904087274605,7.01571242048723,2.0943024748493713
tapirus terrestris,no_info,12.429216196844383,5.666426688112432,6.9985096422506015,6.9985096422506015,3.6788291182604347,6.9985096422506015,1.9023742112707605
manis crassicaudata,no_info,9.473834766836458,,6.626717749249025,,,6.626717749249025,
manis pentadactyla,no_info,7.762170607138205,4.465908118654584,6.626717749249025,,,6.626717749249025,
bradypus torquatus,no_info,8.262300941787448,,,,,,
bradypus tridactylus,no_info,8.354674261918463,,7.403670290012373,6.9985096422506015,,7.201089966131487,
cyclopes didactylus,no_info,5.583496308781699,5.0238805208462765,,,,,
choloepus didactylus,no_info,8.740336742730447,5.0238805208462765,7.153833801578843,7.404887575616125,3.6054978451748854,7.2793606885974835,2.018961319957299
choloepus hoffmanni,no_info,8.740336742730447,3.044522437723423,6.593044534142437,6.9985096422506015,3.713572066704308,6.79577708819652,1.829983898556083
myrmecophaga tridactyla,no_info,10.257659366256743,4.02535169073515,7.078341579557671,7.078341579557671,3.4339872044851463,7.078341579557671,2.0612603245325483
tamandua mexicana,no_info,8.411832675758411,,5.8998973535824915,,2.772588722239781,5.8998973535824915,2.127938163441845
tamandua tetradactyla,no_info,8.411832675758411,,5.8998973535824915,,2.9444389791664403,5.8998973535824915,2.0037424430689783
aotus azarae,no_info,7.114769448366463,5.455321115357702,,,3.4011973816621555,,
aotus lemurinus,no_info,6.773080375655535,4.330733340286331,6.626717749249025,,3.520460802488973,6.626717749249025,1.8823438524195246
aotus trivirgatus,no_info,6.684611727667927,4.343805421853684,6.710523109452428,6.593044534142437,3.40452517175483,6.651783821797432,1.9538066209593725
aotus vociferans,no_info,6.771935555839602,,,,3.095577608523707,,
alouatta caraya,no_info,8.605661839403846,5.272999558563747,7.062191632286556,6.833031732786201,3.4781584227982836,6.947611682536378,1.9974971919038738
alouatta guariba,no_info,8.61974977974133,,,,,,
alouatta palliata,no_info,8.85366542803745,6.07073772800249,6.9985096422506015,7.15305163493748,3.1780538303479458,7.075780638594041,2.226450845805641
alouatta pigra,no_info,8.85366542803745,,,,,,
alouatta sara,no_info,8.796490207333578,,7.422373700986824,,,7.422373700986824,
